ID,Character,Image,Decomposition,Description
154,朿,3810795.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
155,朿,3810810.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
156,朿,3810966.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
157,朿,3811121.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
158,朿,3812846.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
159,朿,3812857.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
160,朿,3812884.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
161,朿,3813866.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
162,朿,3813945.jpg,Component 朿 from (rem- 木 mù) from  arrow 矢 shǐ and  (rem- 工 gōng). (name- fire-drill 朿 cì),
163,琮,3813879.jpg,Compound 琮  from (rem- 王 wáng) from  jade 玉 yù and  phonetic building-temple 宗 zōng.,
164,琮,3815810.jpg,Compound 琮  from (rem- 王 wáng) from  jade 玉 yù and  phonetic building-temple 宗 zōng.,
165,沓,3815773.jpg,Compound 沓  from water 水 shuǐ and  mouth-speaking 曰 yuē.,
166,大,3815156.jpg,Component 大 variant 亣 (name- person-big 大 dà),(- man modified 㚒奭爽㚒夫夰黃  去厺㚎 天 吳吴 奚央  奐奂 夲美夭夷 赤灻𤆍 矩) (- man 奎奈𡘹奄奈奔夸契奬𡙏奘驮耎奕) (- hands 奧樊奠𡚁) (- big 奩奓奞 奪夺 奋奮 耷奢𢧤奀尖尜夯) (- phonetic 达杕) (- cover 盇) (- other 羍輋莫类犬夼套)
167,大,3816767.jpg,Component 大 variant 亣 (name- person-big 大 dà),(- man modified 㚒奭爽㚒夫夰黃  去厺㚎 天 吳吴 奚央  奐奂 夲美夭夷 赤灻𤆍 矩) (- man 奎奈𡘹奄奈奔夸契奬𡙏奘驮耎奕) (- hands 奧樊奠𡚁) (- big 奩奓奞 奪夺 奋奮 耷奢𢧤奀尖尜夯) (- phonetic 达杕) (- cover 盇) (- other 羍輋莫类犬夼套)
168,带,3816815.jpg,Component 帶 from (rem- 冖 mì) and  cloth 巾 jīn  B021 带[帶] new-char 带. (name- belt (带)帶 dài),"(- a belt, top and bottom synching up"
169,带,3817315.jpg,Component 帶 from (rem- 冖 mì) and  cloth 巾 jīn  B021 带[帶] new-char 带. (name- belt (带)帶 dài),"(- a belt, top and bottom synching up"
170,带,3817172.jpg,Component 帶 from (rem- 冖 mì) and  cloth 巾 jīn  B021 带[帶] new-char 带. (name- belt (带)帶 dài),"(- a belt, top and bottom synching up"
171,丹,3818737.jpg,Component 丹 older 𠂁 mutant 𠁿 (name- cinnabar 丹𠂁𠁿 dān),"(crucible of mercury 𠁿) (the more ancient character 𠂁) (crush, heat HgS, condense mercury vapor)"
172,单,3818438.jpg,Component 單 from (rem- 吅 xuān) B022 单[單] new-char 单. (name- sling (单)單 dān),"(- probably a sling, 田 is the pocket and rock and lower line is path of rock) (- possibly a cicada, two big eyes and a body)  (- original 单蝉單蟬 chán) (- some think it is a forked weapon of some kind)"
173,单,3818185.jpg,Component 單 from (rem- 吅 xuān) B022 单[單] new-char 单. (name- sling (单)單 dān),"(- probably a sling, 田 is the pocket and rock and lower line is path of rock) (- possibly a cicada, two big eyes and a body)  (- original 单蝉單蟬 chán) (- some think it is a forked weapon of some kind)"
174,单,3819718.jpg,Component 單 from (rem- 吅 xuān) B022 单[單] new-char 单. (name- sling (单)單 dān),"(- probably a sling, 田 is the pocket and rock and lower line is path of rock) (- possibly a cicada, two big eyes and a body)  (- original 单蝉單蟬 chán) (- some think it is a forked weapon of some kind)"
175,旦,3819518.jpg,Compound 旦  from sun-day 日 rì and  (rem- 一 yī),(- sun above horizon).
176,旦,3819658.jpg,Compound 旦  from sun-day 日 rì and  (rem- 一 yī),(- sun above horizon).
177,宕,3820190.jpg,Compound 宕  from building 宀 mián and  rock-chime 石 shí.,
178,刀,3820136.jpg,Component 刀刂 (name- knife 刀 dāo) (name- knife 刂 dāo),(- an ancient knife) (- In context it is usually 刂)
179,刀,3820764.jpg,Component 刀刂 (name- knife 刀 dāo) (name- knife 刂 dāo),(- an ancient knife) (- In context it is usually 刂)
180,盗,3820823.jpg,Compound 盗 older 盜  from bowl 皿 mǐn and  (rem- 次 cì) from  person-drool-xian 㳄 xián simp 次.,
181,得,3821854.jpg,Compound 𢔶得  from road-left 彳 chì and  related phonetic obtain 㝵䙷𠭁 dé.,(- to acquire money on the street).
182,登,3821667.jpg,Component 登 two-feet-forward 癶𣥠 bō and ritual-vessel 豆 dòu name- two-feet-ascend 登 dēng.,Carrying a ritual vessel up to the altar. not simplified 登登 A045 灯[燈]丁登 A328 证[證]正登 A046 邓[鄧]又登 C068 澄<澂>
183,弟,3821719.jpg,Component 弟 (name- bobbin 弟 dì),"(- a string wrapped around a bobbin) (- probably something the young boys did, spinning)"
184,弟,3822161.jpg,Component 弟 (name- bobbin 弟 dì),"(- a string wrapped around a bobbin) (- probably something the young boys did, spinning)"
185,杕,3823957.jpg,Compound 杕  from tree 木 mù and  phonetic person-big 大 dà.,
186,帝,3823586.jpg,Component 帝 (name- sheaf-king 帝 dì),"(- head decorations 揥𪪶楴, ties 缔, sheaf 𥠒 , it shows to the way the kings hair was tied)"
187,帝,3823620.jpg,Component 帝 (name- sheaf-king 帝 dì),"(- head decorations 揥𪪶楴, ties 缔, sheaf 𥠒 , it shows to the way the kings hair was tied)"
188,帝,3824804.jpg,Component 帝 (name- sheaf-king 帝 dì),"(- head decorations 揥𪪶楴, ties 缔, sheaf 𥠒 , it shows to the way the kings hair was tied)"
189,典,3824490.jpg,/Component 典 from scroll (册)冊 cè and  table 丌 jī from. (name- table-dictionary 典 diǎn),In older characters the table is two hands holding a scroll.
190,典,3824844.jpg,/Component 典 from scroll (册)冊 cè and  table 丌 jī from. (name- table-dictionary 典 diǎn),In older characters the table is two hands holding a scroll.
191,典,3825322.jpg,/Component 典 from scroll (册)冊 cè and  table 丌 jī from. (name- table-dictionary 典 diǎn),In older characters the table is two hands holding a scroll.
192,典,3825177.jpg,/Component 典 from scroll (册)冊 cè and  table 丌 jī from. (name- table-dictionary 典 diǎn),In older characters the table is two hands holding a scroll.
193,奠,3825362.jpg,Component 奠  from container-wine 酋 qiú and  (rem- 大 dà) from  table 丌 jī (name- container-offering 奠 diàn).,(- offering a bottle of alcohol on a table)
194,奠,3825697.jpg,Component 奠  from container-wine 酋 qiú and  (rem- 大 dà) from  table 丌 jī (name- container-offering 奠 diàn).,(- offering a bottle of alcohol on a table)
195,吊,3826331.jpg,Component 吊 from 弔 from 𢎣 from person-left 亻 rén and (rem+ 弓 gōng snake) C124 吊<弔> simp 吊. name- person-snake (吊)弔𢎣 diào,(- to hang) (- pictograph- a man with a snake wrapped around his body)
196,耋,3826398.jpg,Compound 耋  from person-old 老 lǎo and  phonetic arrow-arrive 至 zhì.,
197,丁,3826630.jpg,Component 丁 (name- mortise-tenon-nail 丁 dīng),"(- original meaning appears to be ""nail"", and appears as a circle or square, possibly representing a mortise and tenon) (- a mortise and tenon, now meaning nail) A045 灯[燈]登"
198,丁,3829484.jpg,Component 丁 (name- mortise-tenon-nail 丁 dīng),"(- original meaning appears to be ""nail"", and appears as a circle or square, possibly representing a mortise and tenon) (- a mortise and tenon, now meaning nail) A045 灯[燈]登"
199,丁,3829304.jpg,Component 丁 (name- mortise-tenon-nail 丁 dīng),"(- original meaning appears to be ""nail"", and appears as a circle or square, possibly representing a mortise and tenon) (- a mortise and tenon, now meaning nail) A045 灯[燈]登"
200,丁,3829869.jpg,Component 丁 (name- mortise-tenon-nail 丁 dīng),"(- original meaning appears to be ""nail"", and appears as a circle or square, possibly representing a mortise and tenon) (- a mortise and tenon, now meaning nail) A045 灯[燈]登"
201,丁,3830494.jpg,Component 丁 (name- mortise-tenon-nail 丁 dīng),"(- original meaning appears to be ""nail"", and appears as a circle or square, possibly representing a mortise and tenon) (- a mortise and tenon, now meaning nail) A045 灯[燈]登"
202,鼎,3830794.jpg,Component 鼎 from (rem- 目 mù).  (name- container-ding 鼎 dǐng),(- ritual-vessel-ding) (- some four legs some three legs)
203,鼎,3830712.jpg,Component 鼎 from (rem- 目 mù).  (name- container-ding 鼎 dǐng),(- ritual-vessel-ding) (- some four legs some three legs)
204,东,3832339.jpg,Component 東 B025 东[東] new-char 东 (name- package-east (东)東 dōng),"(- 1 from a package, tied at both ends, containing something 東西) (- 2 from 東 or 束 indicating sun behind tree - raising)"
205,东,3832879.jpg,Component 東 B025 东[東] new-char 东 (name- package-east (东)東 dōng),"(- 1 from a package, tied at both ends, containing something 東西) (- 2 from 東 or 束 indicating sun behind tree - raising)"
206,冬,3832148.jpg,Component 冬 variant 𠔙 from (rem+ 夂 zhǐ pegs-on-sun-dial) and  meat-frost 仌 bīng A053 冬[鼕] simp 冬. (name- winter-solstice 冬 dōng),(- the pegs on a sun dial that indicate the winter solstice and frost 仌 bīng)
207,冬,3833480.jpg,Component 冬 variant 𠔙 from (rem+ 夂 zhǐ pegs-on-sun-dial) and  meat-frost 仌 bīng A053 冬[鼕] simp 冬. (name- winter-solstice 冬 dōng),(- the pegs on a sun dial that indicate the winter solstice and frost 仌 bīng)
208,斗,3833502.jpg,Component 斗 older 𣁬𠦁 C131 鬥<鬦鬪鬭> A054 斗[鬥] simp 斗 (name- dipper 斗𣁬𠦁 dòu),(- a dipper)
209,斗,3833639.jpg,Component 斗 older 𣁬𠦁 C131 鬥<鬦鬪鬭> A054 斗[鬥] simp 斗 (name- dipper 斗𣁬𠦁 dòu),(- a dipper)
210,豆,3833901.jpg,Component 豆 C132 豆<荳> simp 豆. (name- ritual-vessel 豆 dòu),(- see 壴 zhù)
211,豆,3834546.jpg,Component 豆 C132 豆<荳> simp 豆. (name- ritual-vessel 豆 dòu),(- see 壴 zhù)
212,豆,3835624.jpg,Component 豆 C132 豆<荳> simp 豆. (name- ritual-vessel 豆 dòu),(- see 壴 zhù)
213,督,3836402.jpg,Compound 督  from eye 目 mù and  phonetic uncle-bean 叔 shū.,(- to look over)
214,督,3836569.jpg,Compound 督  from eye 目 mù and  phonetic uncle-bean 叔 shū.,(- to look over)
215,杜,3836113.jpg,Compound 杜  from tree 木 mù and  phonetic potters-clay 土 tǔ.,
216,端,3836916.jpg,Compound 端  from person-stand 立 lì and  phonetic plant-graft 耑 duān.,
217,对,3837810.jpg,Component 對𡭊  from hand-and-thumb 寸 cùn and  (rem- 丵 zhuó)(rem- 土 tǔ) B028 对[對] new-char 对. (name- right (对)對 duì),(- possibly a hedge to indicate a boundary) (- early meaning to answer 應答) (- see 業)
218,兑,3837908.jpg,PComponent 兑 older 兌  from person-older-brother 兄 xiōng and  separation 丷八 bā,(- speech).
219,多,3838114.jpg,Compound 多 from (rem- 夕 xī) from  ribs 肉 ròu.,"(- meaning lots of meat, much)."
220,多,3838742.jpg,Compound 多 from (rem- 夕 xī) from  ribs 肉 ròu.,"(- meaning lots of meat, much)."
221,娥,3838588.jpg,Compound 娥  from female 女 nǚ and  phonetic rake 我 wǒ.,
222,娥,3839751.jpg,Compound 娥  from female 女 nǚ and  phonetic rake 我 wǒ.,
223,儿,3839605.jpg,Component 兒  from person 儿 ér (not- 皃 mào) A059 儿[兒] simp 儿. (name- person-boy (儿)兒 ér),(- in context when pronounced 兒 ní it is not simplified) (- child with up-raised hands wanting to be picked up)
224,而,3839146.jpg,Component 而 (name- beard 而 ér),(- a beard when standing alone 而 or in 耎) (- a root 不 in 耑)  (- a man 大 in 需)
225,耳,3840235.jpg,Component 耳 (name- ear 耳 ěr),(- an ear)
226,洱,3840859.jpg,Compound 洱  from three-dot-water 氵 shuǐ and  phonetic ear 耳 ěr.,
227,洱,3840242.jpg,Compound 洱  from three-dot-water 氵 shuǐ and  phonetic ear 耳 ěr.,
228,二,3840959.jpg,Component 二 from two number-one 一 yī and  above 𠄠𠄞丄上 shàng and (not- 𠄟 xià) and (not- 𠄠 shàng). (name- number-two 二 èr) (name- above 𠄞丄上 shàng),(- different code points 二 èr and 𠄞 shàng but they look exactly the same)
229,二,3841470.jpg,Component 二 from two number-one 一 yī and  above 𠄠𠄞丄上 shàng and (not- 𠄟 xià) and (not- 𠄠 shàng). (name- number-two 二 èr) (name- above 𠄞丄上 shàng),(- different code points 二 èr and 𠄞 shàng but they look exactly the same)
230,伐,3841353.jpg,Compound 伐  from person-left 亻 rén and  dagger-ax 戈 gē.,
231,伐,3841288.jpg,Compound 伐  from person-left 亻 rén and  dagger-ax 戈 gē.,
232,伐,3842278.jpg,Compound 伐  from person-left 亻 rén and  dagger-ax 戈 gē.,
233,凡,3842149.jpg,Component 凡 mutant 凢 (not- 丸𠁽 wán) C160 凡<凢> simp 凡. (name- sail 凡凢 fán),(- 凡凢 sail cloth - big - all)  (- original 凡帆)  (- phonetic 釩汎矾梵) (- phonetic-cognate 旁㫄) (- distorted 凤鳳 风風 同 佩珮) (- see 巩𢀜鞏) (- monstrosity 𦝠𦟀𣎆)
234,匚,3843235.jpg,Component 匚 older 𠥓 variant 匸 from (rem- 匸 xì) and (rem- 匚𠥓 fāng). (name- box 匚𠥓匸 fāng-xì),A box - viewed from the left. Shuowen: two characters same definition. Different seal and kai forms. No logical difference 匚 fāng Kangxi 22 匸 xì Kangxi 23
235,匚,3843747.jpg,Component 匚 older 𠥓 variant 匸 from (rem- 匸 xì) and (rem- 匚𠥓 fāng). (name- box 匚𠥓匸 fāng-xì),A box - viewed from the left. Shuowen: two characters same definition. Different seal and kai forms. No logical difference 匚 fāng Kangxi 22 匸 xì Kangxi 23
236,方,3843603.jpg,Component 方 (name- carry-pole 方 fāng),(- man carrying a carrying pole 扁擔) (- it carries stuff 東西 bag and basket) (- it has two ends east 東 and west 西)  (- 放 means to put down the carrying pole)
237,方,3844481.jpg,Component 方 (name- carry-pole 方 fāng),(- man carrying a carrying pole 扁擔) (- it carries stuff 東西 bag and basket) (- it has two ends east 東 and west 西)  (- 放 means to put down the carrying pole)
238,方,3846576.jpg,Component 方 (name- carry-pole 方 fāng),(- man carrying a carrying pole 扁擔) (- it carries stuff 東西 bag and basket) (- it has two ends east 東 and west 西)  (- 放 means to put down the carrying pole)
239,方,3846284.jpg,Component 方 (name- carry-pole 方 fāng),(- man carrying a carrying pole 扁擔) (- it carries stuff 東西 bag and basket) (- it has two ends east 東 and west 西)  (- 放 means to put down the carrying pole)
240,彷,3847927.jpg,Compound 彷 from road-left 彳 chì and  phonetic carry-pole 方 fāng C163 仿<彷髣倣> simp 仿 simp-1988 彷.,(- confusion about 彳 being a double person)
241,非,3847379.jpg,Component 非 (name- broken-wings 非 fēi),(- possibly back to back people in disagreement) (- possibly broken wings)
242,非,3848299.jpg,Component 非 (name- broken-wings 非 fēi),(- possibly back to back people in disagreement) (- possibly broken wings)
243,扉,3848774.jpg,Compound 扉  from door 户戶戸 hù and  phonetic broken-wings 非 fēi.,
244,分,3850911.jpg,Compound 分  from knife 刀 dāo and  separation 八 bā,(- separation).
245,焚,3850801.jpg,Compound 焚  from fire 火 huǒ and  forest 林 lín.,
246,焚,3850453.jpg,Compound 焚  from fire 火 huǒ and  forest 林 lín.,
247,焚,3851101.jpg,Compound 焚  from fire 火 huǒ and  forest 林 lín.,
248,焚,3851362.jpg,Compound 焚  from fire 火 huǒ and  forest 林 lín.,
249,丰,3851918.jpg,Compound 豐 from (rem- 丰 fēng) and  drum 壴 zhù B032 丰[豐] simp 丰 (place name 酆都 > 丰都) (family name 酆 > 邦) (Zhou state 酆 > 酆). (name- drum (丰)豐 fēng),"(- Sichuan Fengdu 酆都 now 丰都)  (- a drummer on each side of the drum 壴, not jade, not herbs)"
250,丰,3851321.jpg,Compound 豐 from (rem- 丰 fēng) and  drum 壴 zhù B032 丰[豐] simp 丰 (place name 酆都 > 丰都) (family name 酆 > 邦) (Zhou state 酆 > 酆). (name- drum (丰)豐 fēng),"(- Sichuan Fengdu 酆都 now 丰都)  (- a drummer on each side of the drum 壴, not jade, not herbs)"
251,丰,3852796.jpg,Compound 豐 from (rem- 丰 fēng) and  drum 壴 zhù B032 丰[豐] simp 丰 (place name 酆都 > 丰都) (family name 酆 > 邦) (Zhou state 酆 > 酆). (name- drum (丰)豐 fēng),"(- Sichuan Fengdu 酆都 now 丰都)  (- a drummer on each side of the drum 壴, not jade, not herbs)"
252,丰,3852323.jpg,Compound 豐 from (rem- 丰 fēng) and  drum 壴 zhù B032 丰[豐] simp 丰 (place name 酆都 > 丰都) (family name 酆 > 邦) (Zhou state 酆 > 酆). (name- drum (丰)豐 fēng),"(- Sichuan Fengdu 酆都 now 丰都)  (- a drummer on each side of the drum 壴, not jade, not herbs)"
253,丰,3852798.jpg,Compound 豐 from (rem- 丰 fēng) and  drum 壴 zhù B032 丰[豐] simp 丰 (place name 酆都 > 丰都) (family name 酆 > 邦) (Zhou state 酆 > 酆). (name- drum (丰)豐 fēng),"(- Sichuan Fengdu 酆都 now 丰都)  (- a drummer on each side of the drum 壴, not jade, not herbs)"
254,风,3853828.jpg,Compound 風 from (rem- 㐅 wǔ) and (not- 乂 yì) and (rem- 𠘨) from sail 凡 fán and  phonetic insect 虫 chóng B033 风[風] new-char 风. (name- wind (风)風 fēng),(- the original snake was a two headed snake indicating the rainbow 虹 hóng).
255,风,3854172.jpg,Compound 風 from (rem- 㐅 wǔ) and (not- 乂 yì) and (rem- 𠘨) from sail 凡 fán and  phonetic insect 虫 chóng B033 风[風] new-char 风. (name- wind (风)風 fēng),(- the original snake was a two headed snake indicating the rainbow 虹 hóng).
256,风,3854966.jpg,Compound 風 from (rem- 㐅 wǔ) and (not- 乂 yì) and (rem- 𠘨) from sail 凡 fán and  phonetic insect 虫 chóng B033 风[風] new-char 风. (name- wind (风)風 fēng),(- the original snake was a two headed snake indicating the rainbow 虹 hóng).
257,风,3855373.jpg,Compound 風 from (rem- 㐅 wǔ) and (not- 乂 yì) and (rem- 𠘨) from sail 凡 fán and  phonetic insect 虫 chóng B033 风[風] new-char 风. (name- wind (风)風 fēng),(- the original snake was a two headed snake indicating the rainbow 虹 hóng).
258,风,3855885.jpg,Compound 風 from (rem- 㐅 wǔ) and (not- 乂 yì) and (rem- 𠘨) from sail 凡 fán and  phonetic insect 虫 chóng B033 风[風] new-char 风. (name- wind (风)風 fēng),(- the original snake was a two headed snake indicating the rainbow 虹 hóng).
259,封,3856371.jpg,Component 封 from hand-and-thumb 寸 cùn and  (rem- 圭 guī) from  plant-luxuriant (㞢土)㞷 fēng. (name- hedges-feng 封 fēng),(- hedge indicating boundary 𡵞𡉚 生) (not- 對) (- in seal we have
260,封,3856877.jpg,Component 封 from hand-and-thumb 寸 cùn and  (rem- 圭 guī) from  plant-luxuriant (㞢土)㞷 fēng. (name- hedges-feng 封 fēng),(- hedge indicating boundary 𡵞𡉚 生) (not- 對) (- in seal we have
261,封,3857207.jpg,Component 封 from hand-and-thumb 寸 cùn and  (rem- 圭 guī) from  plant-luxuriant (㞢土)㞷 fēng. (name- hedges-feng 封 fēng),(- hedge indicating boundary 𡵞𡉚 生) (not- 對) (- in seal we have
